user_id,user_score
8335,465.746
21033,463.669
348,462.377
1767,460.384
821,458.714
802056,456.915
777229,456.846
79243,456.591
3008,453.774
323006,453.5
155423,450.063
355471,448.675
93965,447.232
607,447.083
11866,446.014
188936,445.571
20049,444.961
60204,444.943
1041808,441.681
63732,440.967
643183,440.939
108464,440.189
11919,439.719
1707,439.549
62824,439.494
20558,439.03
17275,437.769
646193,436.779
660216,435.898
3403,435.758
1218,434.385
80175,431.901
5987,431.878
4860,431.131
1384,430.399
30131,430.039
62522,429.513
17270,429.413
11905,428.923
1025810,428.483
8184,428.083
199208,427.688
37290,427.646
19951,427.544
887,427.005
5423,426.658
94199,425.24
643161,425.054
886,424.9
77260,422.234
663582,421.357
4555,421.22
94664,420.572
7347,419.796
3457,419.043
658204,418.105
8476,417.868
643213,415.83
87959,413.899
4733,413.868
75020,412.884
7730,412.409
20868,412.183
252825,411.692
1822,411.507
1015992,410.661
647070,409.579
15365,409.428
3219,408.652
4843,408.612
107902,405.498
6761,399.091
30374,396.073
94914,395.377
11849,395.317
63585,394.782
93823,394.738
104125,394.568
4456,394.17
20145,393.28
7895,392.871
28179,392.381
3908,390.877
63481,390.759
21013,390.046
104537,389.375
59979,388.046
1813,387.708
5826,386.382
107977,386.063
122853,385.483
83626,383.63
3638,383.369
789,383.1
1708,382.454
638922,382.341
77294,382.024
162223,377.25
94579,377.184
4904,375.79
130557,374.693
6319,374.49
12825,371.918
4174,370.499
114921,369.144
11945,369.024
57914,367.627
17685,367.524
640862,366.087
2846,365.348
19462,364.967
2834,364.926
30952,364.275
18841,363.099
2318,362.993
20052,362.687
648308,361.841
13737,360.631
48360,359.067
10634,357.818
17238,355.182
11884,354.928
9377,354.866
20635,354.863
645727,354.285
1096010,354.088
104320,353.033
20394,351.707
20457,351.679
83377,351.18
61867,350.757
2076,350.178
97138,349.989
661611,349.912
106648,349.709
51827,348.941
60955,348.737
662160,348.211
661987,347.034
3882,345.582
2242,342.659
3516,342.449
9239,340.775
3015,340.261
33825,339.913
36553,338.991
92011,338.024
644543,337.949
3046,335.832
175794,332.443
17292,331.023
62517,328.295
195579,326.723
94739,326.023
290,325.928
66342,325.325
660221,324.839
2719,324.409
66332,324.144
20012,323.982
38017,323.919
9411,323.85
645688,322.664
12366,321.985
1016,320.805
714304,320.373
23007,320.353
5394,320.346
45154,320.314
7789,319.954
38374,319.692
3221,318.659
94924,316.526
3438,315.702
20836,315.493
20733,315.181
96698,314.955
33626,314.704
690,314.293
62850,313.03
106986,312.98
106983,312.893
62571,312.691
69863,310.177
20575,309.917
20231,309.228
1059,309.118
104130,309.008
662416,307.848
2312,307.184
642689,307.071
28514,306.347
91995,305.085
20881,305.019
20551,303.995
28925,303.928
108477,303.322
41815,302.626
37352,302.464
6722,302.067
20278,302.029
680616,301.979
3461,301.776
77306,301.57
111634,300.117
51268,299.913
88678,299.656
2689,299.541
11963,299.291
77627,299.276
3677,299.264
30049,299.245
9840,299.086
111520,297.514
1202,297.409
8969,296.767
30113,296.666
104365,296.077
1351,295.093
6674,295.068
30053,294.856
4799,294.574
25157,294.438
6018,294.242
1642,293.948
873,293.329
9552,291.454
646,291.174
82142,290.447
28559,290.386
9061,290.127
20878,289.605
3744,289.107
1850,289.082
20349,288.672
71138,288.661
93977,287.551
153,287.445
5093,287.272
108439,286.97
33129,286.772
1018614,285.981
106988,285.177
6375,285.023
9366,284.44
168057,284.276
709,283.821
5463,283.514
27647,283.492
27760,282.877
4188,282.623
20106,282.13
20758,282.126
47555,281.772
75026,281.641
21020,281.545
374671,281.494
92796,281.298
24064,280.979
126291,280.495
21039,280.421
3061,280.028
4728,279.583
105960,278.823
8607,278.717
6415,278.544
20988,278.307
11834,278.3
7961,278.08
93296,277.821
20306,277.364
77275,276.826
22892,276.7
97346,276.667
21599,276.213
106534,274.973
660235,274.924
660573,274.498
104541,274.264
2433,274.178
2131,273.76
7878,273.183
4244,272.75
17920,272.574
676936,272.569
642547,272.267
107760,271.53
642998,271.241
1011763,271.208
8839,270.127
3673,268.599
81568,268.239
2166,268.13
3708,267.612
37954,267.491
6453,267.061
116547,266.882
12094,266.751
73259,266.618
713685,265.69
642738,265.496
643177,264.793
44521,264.284
107899,264.229
3790,263.781
6474,263.483
18147,262.703
4421,262.459
20941,262.295
1530,262.159
21338,261.412
644688,261.174
21466,260.772
734445,260.466
113,260.323
732340,259.972
78577,259.628
79232,259.519
20129,258.944
2641,258.852
104675,258.438
20116,258.416
36,258.403
13696,257.904
8856,256.547
20166,256.541
20392,256.19
22210,255.988
2161,255.855
23858,255.345
1967,254.703
22747,254.604
122825,254.472
112737,254.058
2114,253.984
1171,253.948
66016,253.934
131135,253.788
661448,253.688
20910,253.561
70141,253.314
21076,253.257
3429,253.185
660345,253.03
419356,252.529
642667,251.647
3450,251.296
4965,250.994
153702,250.964
138511,250.544
95743,250.166
90888,250.098
96360,249.842
21116,248.763
67934,248.65
21226,248.407
4979,248.104
71240,247.827
69888,247.8
51892,247.617
20529,247.306
88480,247.061
230013,246.648
74773,246.627
643278,246.521
20134,245.974
33705,245.449
1901,244.638
11795,244.605
122147,244.409
18028,244.21
21224,243.873
63923,243.561
5889,243.46
32542,243.226
643151,243.133
5035,243.1
96717,242.674
21325,242.608
66341,242.188
78632,242.036
20432,242.02
642763,241.981
15558,241.927
248393,241.895
107261,241.79
20898,241.254
101267,241.028
106500,240.714
108617,240.201
3900,239.828
37068,239.73
62744,239.575
1007584,239.398
8689,239.385
2105,239.218
9954,238.946
22367,238.573
1275,238.558
15716,238.463
35896,237.827
24420,237.718
57840,237.534
20126,237.332
77276,236.822
11852,235.961
160788,235.665
638828,235.187
60611,234.804
105467,234.732
6386,234.347
3807,233.855
9804,233.364
684437,232.631
3414,232.133
390,231.933
84193,231.92
4791,231.843
645607,231.831
20874,231.54
672370,231.487
117130,230.567
20317,230.565
123093,230.497
661996,230.263
60423,230.111
78757,230.104
5872,229.852
100127,229.798
18850,229.781
641848,229.745
21008,229.634
3842,228.932
20257,228.796
660227,228.473
11900,227.937
6407,227.667
4834,227.624
6473,227.295
37177,227.196
1014,226.706
177006,226.546
1251,226.291
20013,225.314
20491,225.304
175710,224.741
642753,224.65
20058,224.619
7487,224.606
71245,224.48
20201,224.221
15763,224.002
63838,223.815
4730,223.725
37952,223.285
24033,223.075
17301,222.268
61716,220.268
150064,220.011
105821,219.67
83213,219.611
96567,219.386
2721,219.373
137052,218.987
7904,218.774
5446,218.435
3394,218.429
645576,218.377
209690,218.137
658706,218.131
146021,218.059
62843,217.92
71173,217.808
20423,217.289
1101,217.222
12682,216.832
640820,216.66
29280,216.169
9261,215.255
4320,215.022
95252,214.756
657640,214.678
673305,214.159
9109,213.79
20928,213.748
21143,213.237
105429,213.209
665596,213.125
741573,212.701
4771,212.54
100270,212.468
5472,212.34
20066,212.253
20266,211.992
1015038,211.161
21241,211.122
4007,211.107
20989,210.931
21344,210.782
104301,210.441
677561,210.356
241905,210.27
63878,210.087
31453,209.799
108502,209.597
40330,209.592
176953,209.372
662331,209.362
8497,209.248
8571,209.169
69833,209.046
21725,208.731
30444,208.643
7806,208.558
60243,208.54
5824,207.949
21321,207.868
391,207.662
3514,207.471
111352,207.282
87867,207.179
206,207.177
20643,206.768
8319,206.718
514,206.498
26479,206.086
57911,206.059
71131,205.646
4144,205.608
644785,205.547
4653,205.473
181147,205.382
3459,205.188
11839,205.036
128675,204.997
481204,204.784
38463,204.516
21161,204.468
6328,204.446
1038962,203.976
114327,203.924
22573,203.72
8617,203.372
8141,203.227
710072,203.107
16129,203.1
643569,203.01
110370,202.685
885,202.629
6651,202.522
11778,202.438
200788,202.278
643765,201.814
87093,201.674
6536,201.595
10242,201.382
75027,201.355
4926,201.268
6457,201.071
114385,201.049
303713,200.919
21199,200.582
907684,200.523
126085,200.113
80439,199.929
19989,199.555
7651,199.303
99641,199.282
160264,199.143
20153,199.1
69807,199.069
78613,198.701
6067,198.638
175786,198.451
30948,198.036
62760,197.944
3211,197.939
20442,197.889
4756,197.876
77336,197.799
96977,197.785
373809,197.754
1068,197.641
643030,197.507
78647,197.123
30799,196.885
28509,196.812
169,196.601
59608,196.574
1252,195.642
3080,195.398
5960,194.749
26781,194.599
198858,194.501
2603,194.466
26414,194.131
215078,194.113
2779,193.455
2815,193.265
4828,193.1
3976,193.035
18371,192.819
714928,192.644
20781,192.59
20458,192.403
1152,192.327
112773,192.28
94343,192.068
20270,191.752
104407,191.412
6815,191.315
17416,191.071
172933,190.929
885857,190.389
1998,190.288
20071,190.141
1666,190.069
30345,189.917
20125,189.854
6465,189.702
637244,189.598
67931,189.364
96710,189.363
3618,189.283
90046,189.275
20709,189.217
37305,189.195
50561,188.693
592,188.596
759077,188.572
87627,188.444
2085,188.425
148275,188.243
77942,188.044
578661,188.042
96561,187.888
12573,187.823
142358,187.671
71210,187.393
31028,187.266
8099,187.144
4139,187.057
12472,186.974
105386,186.453
114465,186.028
75093,185.999
684217,185.893
4729,185.838
30250,185.492
97028,185.02
320049,185.012
37344,184.67
122763,184.623
1847,184.247
21304,184.058
324178,183.974
13449,183.944
2099,183.727
78308,183.684
72682,183.608
20335,183.582
1886,183.579
220754,183.313
82469,183.287
18481,183.216
20395,183.161
21243,183.017
60426,182.994
59934,182.624
30192,182.58
15611,182.233
164,182.091
646634,182.007
10496,181.996
20543,181.965
1494,181.667
679090,181.346
360505,181.315
20631,181.267
95734,180.959
20932,180.756
1839,180.742
2153,180.715
643033,180.637
11484,180.546
78625,180.534
61517,180.396
118537,180.142
8558,180.025
112199,179.957
649214,179.908
9867,179.824
4194,179.619
6540,179.612
4885,179.323
18562,179.135
649204,179.022
22745,178.902
17283,178.681
21072,178.607
101699,178.154
30248,178.102
647049,177.991
38343,177.561
9356,177.494
5753,177.223
3156,177.192
656651,177.03
94452,176.987
649251,176.794
38246,176.737
70413,176.43
107558,176.287
25166,175.938
81680,175.842
103913,175.821
1539,175.599
6485,175.509
43734,175.349
23933,174.799
20362,174.555
6779,174.489
155191,174.178
4877,174.172
69487,174.026
112901,173.722
30815,173.607
4833,173.565
18887,173.554
33612,173.419
94326,173.089
10552,173.048
640047,173.028
664169,172.963
4248,172.851
85490,172.023
118778,171.947
53653,171.811
30256,171.782
197040,171.674
2761,171.381
640006,171.276
21302,171.203
765202,171.203
118398,171.154
94958,171.133
858,171.126
211274,170.958
101883,170.95
642504,170.514
106418,170.381
7864,170.242
1122517,170.097
133095,169.715
4949,169.493
84144,169.468
59836,169.344
1831,169.262
9161,169.119
106959,169.075
4757,169.011
640399,168.805
6731,168.615
20420,168.591
661498,168.278
69786,168.232
4739,167.766
211598,167.708
660219,167.522
354470,166.977
1706,166.916
658219,166.907
63049,166.865
106318,166.478
1440,166.422
79689,166.256
78107,166.225
1135,166.166
21214,166.12
376,166.018
90873,165.958
537,165.886
86605,165.884
58,165.88
98180,165.869
105186,165.764
21185,165.652
8898,165.608
4854,165.605
107011,165.594
3862,165.455
103449,165.439
20168,165.364
20636,165.32
206548,165.264
645621,165.156
59852,165.129
82334,165.107
24794,165.051
674,164.855
20666,164.665
4368,164.57
24977,164.546
21248,164.519
78411,164.517
77474,164.49
3402,164.294
94695,164.054
1049,163.378
793,163.166
4886,163.104
1836,163.075
29567,162.942
1793,162.903
20772,162.879
37705,162.829
3375,162.804
773752,162.561
21447,162.411
645860,162.29
19995,162.209
645595,162.129
2227,162.048
175804,161.988
1461,161.968
3370,161.54
8893,161.464
660230,161.357
646661,161.295
134129,161.236
91172,161.204
20877,161.168
158582,160.765
9416,160.733
31965,160.433
3500,160.093
1897,159.953
20351,159.923
27320,159.816
373833,159.661
77785,159.554
5197,159.314
122057,159.263
4272,159.195
75011,159.129
5091,158.768
110591,158.435
95749,158.313
86406,158.237
10589,158.02
643002,157.922
11921,157.883
71224,157.81
2031,157.789
992,157.511
1114267,157.45
640353,157.329
96515,157.326
697819,157.324
1997,157.225
9335,157.109
1580,157.04
13641,156.841
643337,156.784
287958,156.728
23718,156.602
13697,156.406
30225,156.355
23991,155.886
38250,155.85
9211,155.841
689813,155.304
21965,155.303
71109,155.2
32553,155.198
141746,155.108
88471,154.957
644784,154.867
14182,154.707
14438,154.647
701317,154.585
63531,154.571
14029,154.424
22755,154.403
402817,154.37
105662,154.243
26164,154.217
21136,154.157
72650,154.026
3837,153.842
31339,153.795
167570,153.734
667551,153.676
3154,152.806
192010,152.72
10039,152.588
123978,152.48
1667,152.392
335,152.346
20055,152.342
18863,152.259
96424,152.226
51832,151.86
402251,151.771
160876,151.545
18523,151.458
9284,151.297
38373,151.236
9255,151.158
1933,151.097
4783,151.077
90162,150.96
38585,150.94
435225,150.851
666953,150.792
105533,150.589
9348,150.446
312340,150.435
36675,150.338
126141,150.267
991893,150.197
78649,150.14
645629,150.129
661420,150.096
23947,150.055
143923,149.99
72524,149.953
1937,149.662
92009,149.661
2539,149.549
37152,149.46
64017,149.435
3427,149.377
222550,149.253
63414,149.2
77989,148.658
2095,148.57
337884,148.547
660325,148.427
11401,148.393
234689,148.247
4880,148.197
135771,148.107
166328,148.078
6448,147.123
2511,147.03
7799,147.022
6418,146.889
4725,146.84
645121,146.798
247,146.777
87951,146.727
219035,146.701
185311,146.505
66350,146.469
21513,146.37
177792,146.309
93553,146.212
20110,146.103
95785,145.679
849,145.665
4229,145.609
63520,145.538
9849,145.477
252756,145.258
96729,145.227
63471,145.173
20968,145.105
3192,145.091
21239,144.973
138054,144.946
989,144.913
4177,144.589
96553,144.329
75060,144.277
75799,144.094
2483,144.076
644348,143.978
406019,143.923
20724,143.725
78059,143.514
1038038,143.453
101639,143.213
3869,143.144
85285,142.961
91777,142.945
1030950,142.801
71221,142.707
434141,142.679
12019,142.601
2528,142.577
884,142.464
4741,142.456
28026,142.406
2317,142.396
20661,142.129
653564,142.049
342103,141.907
94164,141.875
640503,141.786
93479,141.76
2569,141.69
29574,141.644
20879,141.61
4225,141.428
21868,141.257
101902,141.087
9368,140.792
22816,140.632
93636,140.604
27849,140.54
150036,140.516
85007,140.484
27881,140.403
20334,140.344
715450,140.332
266503,140.311
38466,140.258
36005,140.18
126117,140.152
79412,140.113
45391,139.958
69816,139.896
31274,139.712
235227,139.464
63668,139.355
663745,139.244
721,139.168
3740,139.058
30887,138.912
172173,138.908
25988,138.836
1141,138.771
81826,138.649
657913,138.631
954,138.529
31298,138.375
2196,138.325
69823,138.272
22888,138.262
90534,138.146
13657,138.071
1039296,137.898
20185,137.811
21561,137.802
20439,137.746
155746,137.692
126137,137.671
662437,137.601
166594,137.534
1837,137.426
21640,137.419
190657,137.406
9873,137.384
6488,137.286
3197,137.231
101721,137.062
642718,137.042
4480,137.017
3546,136.812
880810,136.714
6385,136.659
104167,136.111
30288,135.944
20621,135.922
72512,135.903
92523,135.744
96983,135.707
649,135.62
319604,135.618
107331,135.552
278203,135.521
74794,135.443
3526,135.347
657377,135.227
6683,135.129
14415,135.099
3813,135.092
1040337,135.073
234683,135.014
17435,134.994
162138,134.741
104554,134.684
24312,134.627
1007432,134.608
884279,134.545
90515,134.441
1063520,134.339
126741,134.296
92552,134.293
81498,134.143
10831,134.036
167980,133.966
20370,133.9
30234,133.78
37194,133.759
4553,133.557
494,133.538
7779,133.528
714496,133.482
2939,133.355
20782,133.158
74672,133.044
25098,133.009
62,132.969
1084,132.944
20111,132.944
17762,132.916
3811,132.88
657964,132.79
82153,132.714
78259,132.621
9145,132.525
20178,132.368
1060918,132.245
4010,132.008
95860,131.962
7577,131.789
37049,131.771
7023,131.551
657978,131.51
315154,131.41
20610,131.359
108493,131.187
107098,131.137
20356,131.094
113440,131.093
264202,130.73
20800,130.52
93841,130.271
660226,130.164
78606,130.083
26575,130.051
226129,130.022
30175,129.998
639902,129.946
175624,129.89
20443,129.882
73384,129.854
178233,129.851
5156,129.828
646670,129.631
36597,129.464
30000,129.445
27635,129.278
6526,129.211
90995,129.205
79813,129.161
4836,129.068
82306,128.899
18008,128.818
30080,128.759
3998,128.654
88534,128.568
37379,128.534
2416,128.53
92521,128.514
11960,128.508
642771,128.45
644178,128.387
20891,128.115
207,128.059
100760,128.01
20232,128.002
92940,127.933
93478,127.665
7807,127.564
73217,127.523
143837,127.494
127852,127.469
105754,127.458
20204,127.278
88797,127.26
48598,127.231
100159,126.871
22486,126.808
60296,126.764
178450,126.734
28223,126.719
23497,126.665
156802,126.665
6479,126.648
3515,126.508
656639,126.337
122891,126.334
15745,126.156
144298,126.131
57893,126.023
65,126.008
111263,125.964
103015,125.865
104848,125.782
642631,125.666
26850,125.665
884110,125.582
29230,125.459
74566,125.391
642647,125.286
15640,125.218
11191,125.213
2835,125.147
182421,125.139
6137,125.138
890,125.083
20623,124.934
640379,124.893
8665,124.792
660326,124.619
89804,124.605
112242,124.477
6622,124.473
4851,124.463
106688,124.377
2385,124.331
97260,124.015
20721,124.0
77935,123.999
662194,123.735
7731,123.704
94298,123.617
22658,123.593
4263,123.557
20737,123.305
660229,123.296
131799,123.205
95825,123.138
83102,122.956
58778,122.915
2349,122.649
32166,122.606
23669,122.596
71212,122.547
5671,122.456
287959,122.436
5000,122.281
122872,122.247
307599,122.245
4989,122.12
107567,122.107
2117,122.075
3152,121.941
3996,121.939
108459,121.937
18505,121.748
5024,121.731
57863,121.633
20132,121.618
99484,121.597
78607,121.595
1794,121.533
30341,121.499
69787,121.458
1507,121.391
96529,121.196
83756,121.098
110677,121.066
16515,120.978
4806,120.916
646478,120.91
21877,120.86
80282,120.825
274921,120.723
20845,120.678
376276,120.662
51967,120.495
63945,120.462
35451,120.457
698537,120.402
71267,120.336
11865,120.236
38264,120.226
30107,120.139
20051,120.002
4887,119.961
76785,119.932
4242,119.859
21058,119.713
1815,119.627
4463,119.535
644645,119.421
123134,119.286
222814,119.276
6094,119.228
21430,119.096
3493,119.093
82007,118.971
9258,118.933
20885,118.792
13503,118.782
20520,118.762
6486,118.618
27329,118.611
83557,118.529
9162,118.514
175739,118.43
183844,118.387
2147,118.363
20104,118.33
17127,118.305
234756,118.288
11896,118.254
94518,118.137
686664,118.118
93713,118.061
124908,117.987
649536,117.85
4372,117.777
662526,117.74
82460,117.64
650993,117.591
114111,117.281
427230,117.135
14823,117.011
65584,116.833
93310,116.786
68307,116.776
166655,116.671
38391,116.658
19821,116.636
28148,116.608
21963,116.549
1715,116.383
155521,116.376
8516,116.334
20945,116.317
2584,116.294
92128,116.219
89732,116.107
9383,116.097
20546,116.06
30024,116.026
218232,116.023
5457,115.936
108541,115.887
265284,115.871
189260,115.854
530,115.818
678217,115.709
649217,115.61
643684,115.595
266,115.392
95829,115.329
135193,115.096
33920,115.091
4879,115.054
100125,114.954
195331,114.952
49425,114.949
419378,114.948
24810,114.945
21935,114.939
7709,114.919
114464,114.906
42274,114.729
101790,114.66
812,114.584
918,114.538
734791,114.495
698119,114.451
208273,114.394
1092,114.272
657450,114.235
125404,114.13
71166,114.112
3946,114.035
2722,114.031
77308,113.941
23298,113.91
695819,113.893
62752,113.882
1585,113.849
36547,113.806
1014555,113.801
94225,113.652
21706,113.641
33579,113.518
105206,113.478
117859,113.318
1148,113.186
39827,112.906
94531,112.896
88604,112.747
30854,112.69
33595,112.618
54528,112.576
125251,112.567
587114,112.521
276423,112.466
80239,112.423
21231,112.343
645507,112.266
24109,112.244
7416,112.172
5570,112.121
33625,112.005
20502,111.982
2576,111.952
365710,111.947
12114,111.626
10314,111.586
124614,111.475
33575,111.474
740,111.403
3651,111.359
20679,111.322
7735,111.312
6130,111.199
2675,111.139
192967,111.0
90087,110.978
24391,110.97
57407,110.966
70131,110.913
18249,110.899
182588,110.488
118789,110.46
8952,110.398
100337,110.396
138595,110.376
18445,110.354
1858,110.328
36433,110.269
645472,110.173
1083014,110.109
2757,110.1
20555,110.034
15533,110.031
457697,109.913
107392,109.732
1227,109.682
92374,109.649
33849,109.489
278207,109.419
152094,109.392
357976,109.309
74657,109.284
7805,109.269
20762,109.165
107898,109.149
63827,109.14
106609,109.137
111126,109.13
59838,109.059
77269,108.98
74689,108.972
33620,108.897
22512,108.802
61023,108.741
645728,108.719
17317,108.641
96363,108.396
5538,108.281
59675,108.236
50487,108.177
4178,108.103
4258,107.892
47070,107.732
674420,107.716
166746,107.643
96119,107.536
175688,107.536
127492,107.475
3901,107.421
20939,107.412
110948,107.263
30669,107.211
264206,107.195
173183,107.182
16099,107.174
11822,107.163
104532,107.11
81757,107.062
84514,107.029
104102,106.987
637039,106.978
95346,106.962
27053,106.947
642671,106.927
3206,106.888
1110376,106.819
646966,106.809
593582,106.646
699729,106.531
180605,106.48
116986,106.444
71204,106.443
641506,106.416
20585,106.334
20241,106.299
728304,106.279
681378,106.197
649130,106.116
664533,106.047
2891,106.026
7294,105.957
4117,105.853
49535,105.841
20522,105.796
245019,105.791
22746,105.72
1538,105.716
5086,105.699
658001,105.698
6964,105.697
14638,105.655
59611,105.633
85743,105.593
84996,105.435
9349,105.332
662466,105.293
7962,105.289
21012,105.273
55905,105.215
9015,105.199
263711,105.16
8448,105.088
21781,105.062
21452,105.041
663849,104.959
20793,104.927
657336,104.857
53319,104.841
2817,104.776
70151,104.769
145259,104.753
71218,104.748
122126,104.74
1249,104.709
23035,104.564
27104,104.525
177809,104.515
38290,104.352
263345,104.312
656425,104.253
93937,104.243
3709,104.239
5366,104.186
166656,104.126
6932,104.125
646711,104.088
71191,104.08
122759,104.064
3950,104.056
20228,104.011
20160,103.97
4324,103.93
20990,103.925
78601,103.838
23314,103.8
694399,103.765
192249,103.729
52318,103.672
14436,103.65
21167,103.612
176637,103.504
643694,103.487
5978,103.469
173055,103.453
1038170,103.447
997,103.439
125371,103.401
29971,103.32
25550,103.283
656716,103.233
22669,103.165
105045,103.147
105937,103.107
153310,103.1
660089,103.084
172979,103.055
75621,103.001
137766,102.978
54813,102.97
78241,102.937
69866,102.934
19132,102.901
30917,102.896
425796,102.878
77812,102.805
2208,102.79
643385,102.711
21271,102.694
70405,102.667
108546,102.656
104706,102.65
265314,102.559
42043,102.53
21350,102.427
94735,102.388
125034,102.329
94043,102.328
104956,102.235
686421,102.21
6633,102.177
60499,102.117
7141,101.991
202315,101.985
271846,101.974
65170,101.934
90221,101.82
4744,101.751
197770,101.738
85780,101.731
234785,101.64
9398,101.567
646063,101.561
164664,101.478
71179,101.463
8573,101.409
1030432,101.403
638632,101.372
63672,101.368
37609,101.367
1020,101.304
18480,101.285
63615,101.181
10066,101.096
328166,101.072
85228,101.05
17724,100.964
266855,100.955
21559,100.893
88677,100.859
3410,100.784
96186,100.722
4393,100.681
2089,100.662
371165,100.606
4925,100.6
235458,100.592
60358,100.578
6312,100.554
25434,100.438
5466,100.389
1069343,100.296
63674,100.247
712162,100.191
96268,100.147
63819,100.135
73378,99.9836
39546,99.8691
106040,99.8088
60585,99.7819
644100,99.7305
681392,99.711
85280,99.7108
36654,99.7009
8029,99.6679
108570,99.5893
126122,99.5342
20806,99.4791
1107723,99.3885
232018,99.3387
37242,99.3286
178126,99.3173
648784,99.3014
23022,99.2625
9573,99.2186
78604,99.187
108431,99.1814
21222,99.0735
1363,99.0438
186759,99.0188
20262,99.0164
20954,98.9772
12892,98.9065
33800,98.9047
6147,98.8969
10,98.8812
106885,98.8766
24403,98.8637
114070,98.8589
255,98.8146
149240,98.8092
1915,98.7964
660101,98.7465
95789,98.6475
59968,98.4108
82462,98.3476
4688,98.3377
445263,98.2548
75013,98.2375
2497,98.2206
8394,98.1188
77720,98.0733
106080,98.0536
9492,97.9677
176255,97.9392
85658,97.8315
245293,97.8273
71634,97.7988
3120,97.7919
88533,97.6659
107882,97.6546
47574,97.6376
89461,97.6073
17252,97.5471
5447,97.5404
759097,97.5274
35651,97.4047
639931,97.3854
74770,97.304
30395,97.178
21293,97.1673
189054,97.1649
78603,97.1587
95176,97.1142
115939,97.1082
2118,97.0823
1247,97.0008
63030,96.9934
