Dataset: nethept
STREAM: model = inNOut_repeat|  size = 1522
RTIM: k = 200 | theta_ap = 0.98 | reach = 2
------------------------------------------------------------
position  user_id   ap(user)    sigma_old(user)  sigma_new(user)  theta_I   rtim_status                  seed_size imm_status
41        4578      0           5.83275          -                6.42778   ignored (score too low)      -         -         
42        15216     0           2.11111          -                6.42778   ignored (score too low)      -         -         
43        1153      0           5.56656          -                6.42778   ignored (score too low)      -         -         
44        5106      0           2.74317          -                6.42778   ignored (score too low)      -         -         
45        2540      0           5.76118          -                6.42778   ignored (score too low)      -         -         
46        12        0           8.04646          -                6.42778   targeted                     1         -         
47        168       0.00226434  4.56738          4.42989          6.41561   ignored (score too low)      -         -         
48        15178     0           1.64646          -                6.41561   ignored (score too low)      -         -         
49        278       0           4.28833          4.28797          6.41561   ignored (score too low)      -         -         
50        6583      0           6.27356          6.26771          6.41561   ignored (score too low)      -         targeted  
51        10763     0           2.18189          -                6.41561   ignored (score too low)      -         -         
52        487       0           5.77994          5.77825          6.41561   ignored (score too low)      -         -         
53        9050      0           2.43214          -                6.41561   ignored (score too low)      -         -         
54        5681      0           2.75135          -                6.41561   ignored (score too low)      -         -         
55        634       0.00376411  9.05526          8.79378          6.41561   targeted                     2         targeted  
56        6460      0           2.07998          -                6.41419   ignored (score too low)      -         -         
57        54        0           3.46586          3.45576          6.41419   ignored (score too low)      -         -         
58        78        0.00570051  4.47274          4.3144           6.41419   ignored (score too low)      -         -         
59        6894      0           3.62905          3.62833          6.41419   ignored (score too low)      -         -         
60        4488      0           4.5              -                6.41419   ignored (score too low)      -         -         
61        1658      0           7.01478          -                6.41419   targeted                     3         -         
62        3478      0           3.65969          3.65425          6.40138   ignored (score too low)      -         -         
63        9266      0           2.00189          -                6.40138   ignored (score too low)      -         -         
64        6011      0.00264072  2.31349          2.21842          6.40138   ignored (score too low)      -         -         
65        2832      0           6.12744          6.11392          6.40138   ignored (score too low)      -         -         
66        11612     0           2.91002          -                6.40138   ignored (score too low)      -         -         
67        954       0.00179382  6.43191          6.37065          6.40124   ignored (score too low)      -         -         
68        5947      0           1.41478          -                6.40124   ignored (score too low)      -         -         
69        9048      0           1.95635          -                6.40124   ignored (score too low)      -         -         
70        1530      0.0142782   2.8812           2.58329          6.40124   ignored (score too low)      -         -         
71        2061      0           7.57332          -                6.40124   targeted                     4         targeted  
72        9267      0           2.00189          -                6.39863   ignored (score too low)      -         -         
73        3185      0.00490195  3.63211          3.60335          6.39863   ignored (score too low)      -         -         
74        112       0.0115883   4.50134          4.266            6.39863   ignored (score too low)      -         -         
75        4586      0           4.00415          -                6.39863   ignored (score too low)      -         -         
76        5140      0           2.14063          -                6.39863   ignored (score too low)      -         -         
77        3344      0           6.84603          -                6.39863   targeted                     5         targeted  
78        5136      0           3.89574          -                6.38898   ignored (score too low)      -         -         
79        8658      0           2.52778          -                6.38898   ignored (score too low)      -         -         
80        7158      0           2.60184          -                6.38898   ignored (score too low)      -         -         
81        16        0           3.04009          -                6.38898   ignored (score too low)      -         -         
82        15111     0           1.48088          1.4803           6.38898   ignored (score too low)      -         -         
83        11096     0           2.25098          -                6.38898   ignored (score too low)      -         -         
84        5987      0           3.00176          -                6.38898   ignored (score too low)      -         -         
85        13786     0           2.11111          -                6.38898   ignored (score too low)      -         -         
86        100       0.0333206   12.1389          9.67648          6.38898   targeted                     6         targeted  
87        4470      0           3.55509          -                6.38158   ignored (score too low)      -         -         
88        13175     0.0124174   1.39155          1.33641          6.38158   ignored (score too low)      -         -         
89        512       0.0113497   8.22706          7.68113          6.38158   targeted                     7         targeted  
90        5554      0.00567513  3.26003          3.1291           6.36394   ignored (score too low)      -         -         
91        4349      0           3.21212          -                6.36394   ignored (score too low)      -         -         
92        3922      0           1.72357          1.70711          6.36394   ignored (score too low)      -         -         
93        4915      0           3.25             -                6.36394   ignored (score too low)      -         -         
94        1378      0           3.50924          3.49547          6.36394   ignored (score too low)      -         -         
95        683       0           2.77364          -                6.36394   ignored (score too low)      -         -         
96        11271     0           1.88611          -                6.36394   ignored (score too low)      -         -         
97        1778      0           2.96038          2.95912          6.36394   ignored (score too low)      -         -         
98        5266      0           3.16667          -                6.36394   ignored (score too low)      -         -         
99        10549     0           2.83246          -                6.36394   ignored (score too low)      -         -         
100       5199      0           3                -                6.36394   ignored (score too low)      -         -         
101       8618      0           2.72861          2.72306          6.36394   ignored (score too low)      -         -         
102       4909      0           2.0489           -                6.36394   ignored (score too low)      -         -         
103       7597      0.00760429  3.39295          3.17712          6.36394   ignored (score too low)      -         -         
104       283       0           4.86619          4.81607          6.36394   ignored (score too low)      -         -         
105       9261      0           2.00189          -                6.36394   ignored (score too low)      -         -         
106       131       0.00142433  9.75885          9.60364          6.36394   targeted                     8         targeted  
107       11189     0           2.97174          -                6.35326   ignored (score too low)      -         -         
108       246       0.036729    7.55358          5.90427          6.34761   ignored (score too low)      -         -         
109       87        0           4.76344          4.69921          6.34761   ignored (score too low)      -         -         
110       329       0.0793354   4.87991          2.93794          6.34761   ignored (score too low)      -         -         
111       4802      0           1.58438          -                6.34761   ignored (score too low)      -         -         
112       10484     0           3.5              -                6.34761   ignored (score too low)      -         -         
113       10665     0           2.32837          2.32423          6.34761   ignored (score too low)      -         -         
114       9928      0           3                -                6.34761   ignored (score too low)      -         -         
115       5235      0           2.9641           2.95793          6.34761   ignored (score too low)      -         -         
116       8174      0           1.64784          -                6.34761   ignored (score too low)      -         -         
117       1720      0           2.25             -                6.34761   ignored (score too low)      -         -         
118       7752      0           2.31944          -                6.34761   ignored (score too low)      -         -         
119       690       0           6.81843          6.81476          6.34761   targeted                     9         -         
120       1960      0.00142274  4.54514          4.4869           6.34519   ignored (score too low)      -         -         
121       8332      0           2.25             -                6.34519   ignored (score too low)      -         -         
122       26        0.0425634   7.61166          5.67762          6.34397   ignored (score too low)      -         -         
123       140       0.00652351  8.80288          8.40324          6.34397   targeted                     10        targeted  
124       10478     0           1.95954          -                6.34031   ignored (score too low)      -         -         
125       11394     0.00362916  2.70724          2.66346          6.34031   ignored (score too low)      -         -         
126       11413     0           2.06138          -                6.34031   ignored (score too low)      -         -         
127       15103     0           3                -                6.34031   ignored (score too low)      -         -         
128       10301     0.0120808   1.91815          1.83784          6.34031   ignored (score too low)      -         -         
129       2036      0           3.05534          3.00534          6.34031   ignored (score too low)      -         -         
130       9596      0           3.33333          -                6.34031   ignored (score too low)      -         -         
131       558       0.0106112   3.45962          3.3599           6.34031   ignored (score too low)      -         -         
132       13843     0           1.6681           -                6.34031   ignored (score too low)      -         -         
133       3330      0           2.5              -                6.34031   ignored (score too low)      -         -         
134       3673      0           5.08615          5.01177          6.34031   ignored (score too low)      -         -         
135       8542      0           2.11111          -                6.34031   ignored (score too low)      -         -         
136       3226      0           3.33333          -                6.34031   ignored (score too low)      -         -         
137       12422     0           2.09345          -                6.34031   ignored (score too low)      -         -         
138       13895     0           3                -                6.34031   ignored (score too low)      -         -         
139       548       0.206532    3.47739          1.1231           6.34031   ignored (score too low)      -         -         
140       7621      0           2.53441          -                6.34031   ignored (score too low)      -         -         
141       3667      0.0208182   3.65478          3.51498          6.34031   ignored (score too low)      -         -         
142       12542     0           1.5634           1.55021          6.34031   ignored (score too low)      -         -         
143       11185     0           2.65             -                6.34031   ignored (score too low)      -         -         
144       449       0           2.45704          -                6.34031   ignored (score too low)      -         -         
145       7779      0           3.63907          3.63203          6.34031   ignored (score too low)      -         -         
146       11168     0           3                -                6.34031   ignored (score too low)      -         -         
147       1412      0           1.80166          -                6.34031   ignored (score too low)      -         -         
148       11221     0           1.53571          -                6.34031   ignored (score too low)      -         -         
149       9787      0           2.04792          -                6.34031   ignored (score too low)      -         -         
150       8076      0           2.00111          -                6.34031   ignored (score too low)      -         -         
151       26        0.0425634   5.67762          3.70346          6.34031   ignored (score too low)      -         -         
152       2970      0           4.19987          4.18856          6.34031   ignored (score too low)      -         -         
153       687       0           4.73253          -                6.34031   ignored (score too low)      -         -         
154       554       0.00757127  2.22561          2.07201          6.34031   ignored (score too low)      -         -         
155       1653      0.00560597  2.59034          2.44695          6.34031   ignored (score too low)      -         -         
156       3195      0           3.48448          3.47872          6.34031   ignored (score too low)      -         -         
157       901       0           4.36667          -                6.34031   ignored (score too low)      -         -         
158       9922      0           3.39951          -                6.34031   ignored (score too low)      -         -         
159       13277     0           2.16062          -                6.34031   ignored (score too low)      -         -         
160       634       1           8.79378          -                6.34031   ignored (already targeted)   -         targeted  
161       562       0           10.1005          9.945            6.34031   targeted                     11        targeted  
162       15108     0           1.81846          1.81048          6.33957   ignored (score too low)      -         -         
163       1100      0           1.95503          -                6.33957   ignored (score too low)      -         -         
164       1645      0.0967918   6.1672           2.2394           6.33957   ignored (score too low)      -         -         
165       6157      0           3.48413          -                6.33957   ignored (score too low)      -         -         
166       10422     0.0050944   2.88578          2.81909          6.33957   ignored (score too low)      -         -         
167       7711      0           2.77415          -                6.33957   ignored (score too low)      -         -         
168       4538      0           2.32434          2.31261          6.33957   ignored (score too low)      -         -         
169       3895      0           2.00551          1.99157          6.33957   ignored (score too low)      -         -         
170       8699      0           1.97778          -                6.33957   ignored (score too low)      -         -         
171       3684      0           7.41542          -                6.33957   targeted                     12        targeted  
172       77        0.0026381   6.01744          5.81013          6.33735   ignored (score too low)      -         -         
173       5871      0           3                -                6.33735   ignored (score too low)      -         -         
174       695       0.0178772   9.18112          8.85085          6.33735   targeted                     13        targeted  
175       673       0           2.02041          -                6.32376   ignored (score too low)      -         -         
176       647       0           3.96345          3.95375          6.32376   ignored (score too low)      -         -         
177       624       0.012341    7.25681          6.37183          6.32376   targeted                     14        -         
178       2435      0           3.08333          -                6.32355   ignored (score too low)      -         -         
179       8656      0           2.59167          -                6.32355   ignored (score too low)      -         -         
180       1436      0           3.61513          -                6.32355   ignored (score too low)      -         -         
181       6006      0           2.64927          2.63751          6.32355   ignored (score too low)      -         -         
182       3073      0           3.36133          -                6.32355   ignored (score too low)      -         -         
183       1159      0.0023552   8.78167          8.65775          6.32355   targeted                     15        targeted  
184       12369     0           1.887            1.88188          6.30952   ignored (score too low)      -         -         
185       11439     0           1.94286          -                6.30952   ignored (score too low)      -         -         
186       3923      0           1.72917          -                6.30952   ignored (score too low)      -         -         
187       14295     0           1.89446          1.86768          6.30952   ignored (score too low)      -         -         
188       12511     0           2.45655          -                6.30952   ignored (score too low)      -         -         
189       10174     0           2.25             -                6.30952   ignored (score too low)      -         -         
190       7063      0           2.08333          -                6.30952   ignored (score too low)      -         -         
191       1888      0           5.93908          5.91966          6.30952   ignored (score too low)      -         targeted  
192       5465      0           2.05903          -                6.30952   ignored (score too low)      -         -         
193       1401      0           3.20101          3.19666          6.30952   ignored (score too low)      -         -         
194       9625      0           1.63049          -                6.30952   ignored (score too low)      -         -         
195       13156     0           2.25265          -                6.30952   ignored (score too low)      -         -         
196       5176      0           7.46317          -                6.30952   targeted                     16        targeted  
197       911       0           5.09722          -                6.305     ignored (score too low)      -         -         
198       5375      0           2.1              -                6.305     ignored (score too low)      -         -         
199       3494      0           1.46889          1.46433          6.305     ignored (score too low)      -         -         
200       4306      0           2.16313          -                6.305     ignored (score too low)      -         -         
201       3429      0           4.1215           4.10334          6.305     ignored (score too low)      -         -         
202       11409     0           2.06138          -                6.305     ignored (score too low)      -         -         
203       77        0.0026381   5.81013          5.59656          6.305     ignored (score too low)      -         -         
204       6726      0           2.78452          -                6.305     ignored (score too low)      -         -         
205       1466      0.0808435   4.12363          2.37694          6.305     ignored (score too low)      -         -         
206       2784      0           4.09682          -                6.305     ignored (score too low)      -         -         
207       13726     0           2.11111          -                6.305     ignored (score too low)      -         -         
208       1510      0           3.26667          -                6.305     ignored (score too low)      -         -         
209       157       0.0132185   6.67071          6.07363          6.30486   ignored (score too low)      -         -         
210       4418      0           2.01562          -                6.30486   ignored (score too low)      -         -         
211       10406     0           2.0764           2.06939          6.30486   ignored (score too low)      -         -         
212       41        0           8.68972          8.59446          6.30486   targeted                     17        targeted  
213       880       0.00238028  3.85942          3.72782          6.29243   ignored (score too low)      -         -         
214       13745     0           2.11111          -                6.29243   ignored (score too low)      -         -         
215       4875      0.112037    3.14508          1.45294          6.29243   ignored (score too low)      -         -         
216       1645      0.103269    2.2394           -1.99884         6.29243   ignored (score too low)      -         -         
217       1570      0           6.59138          6.58559          6.29243   targeted                     18        -         
218       10673     0           2.25             -                6.28815   ignored (score too low)      -         -         
219       2071      0.151619    4.23551          -0.346743        6.28815   ignored (score too low)      -         -         
220       4471      0.211791    3.30122          0.872739         6.28815   ignored (score too low)      -         -         
221       8119      0           2.11111          -                6.28815   ignored (score too low)      -         -         
222       5925      0           2.39215          2.38446          6.28815   ignored (score too low)      -         -         
223       557       0           4.41682          4.38607          6.28815   ignored (score too low)      -         -         
224       7053      0           2.09239          -                6.28815   ignored (score too low)      -         -         
225       5601      0           3.10139          -                6.28815   ignored (score too low)      -         -         
226       19        0.014335    7.26216          6.6059           6.28815   targeted                     19        -         
227       8509      0.0315154   2.75322          2.32811          6.28146   ignored (score too low)      -         -         
228       8415      0           3.25             -                6.28146   ignored (score too low)      -         -         
229       747       0.0769231   3.75982          2.62537          6.28146   ignored (score too low)      -         -         
230       3482      0.0245896   3.70699          3.1546           6.28146   ignored (score too low)      -         -         
231       4052      0.0449634   2.56447          2.21822          6.28146   ignored (score too low)      -         -         
232       9246      0           3                -                6.28146   ignored (score too low)      -         -         
233       10757     0.0161808   3.18283          3.06557          6.28146   ignored (score too low)      -         -         
234       4039      0.0234666   3.11382          2.83513          6.28146   ignored (score too low)      -         -         
235       5376      0           2.1              -                6.28146   ignored (score too low)      -         -         
236       4518      0           5.7578           -                6.28146   ignored (score too low)      -         -         
237       1171      0           7.29606          7.24528          6.28146   targeted                     20        targeted  
238       4831      0           3.30196          -                6.27356   ignored (score too low)      -         -         
239       3211      0           6.68295          6.54964          6.27356   targeted                     21        -         
240       758       0.0831883   4.06683          2.69214          6.26202   ignored (score too low)      -         -         
241       2202      0           2.71344          2.64415          6.26202   ignored (score too low)      -         -         
242       10653     0           1.97789          -                6.26202   ignored (score too low)      -         -         
243       2070      0.0178278   2.51721          2.35564          6.26202   ignored (score too low)      -         -         
244       438       0.0175988   3.17372          2.90766          6.26202   ignored (score too low)      -         -         
245       8642      0.0244306   2.27908          1.96439          6.26202   ignored (score too low)      -         -         
246       7725      0           2.83105          -                6.26202   ignored (score too low)      -         -         
247       14390     0           2.425            -                6.26202   ignored (score too low)      -         -         
248       7404      0           2.41369          -                6.26202   ignored (score too low)      -         -         
249       5995      0.0338927   4.36239          3.94377          6.26202   ignored (score too low)      -         -         
250       2247      0.0157952   7.29534          6.69392          6.26202   targeted                     22        targeted  
251       6908      0           2.41667          -                6.25781   ignored (score too low)      -         -         
252       9244      0           2.25             -                6.25781   ignored (score too low)      -         -         
253       7534      0           1.98571          -                6.25781   ignored (score too low)      -         -         
254       6248      0           2.27778          -                6.25781   ignored (score too low)      -         -         
255       5838      0           2.11111          -                6.25781   ignored (score too low)      -         -         
256       9650      0.0125436   2.26589          1.98105          6.25781   ignored (score too low)      -         -         
257       765       0.0766097   6.4568           4.45521          6.25775   ignored (score too low)      -         -         
258       187       0.0130663   2.90017          2.7683           6.25775   ignored (score too low)      -         -         
259       12526     0           3                -                6.25775   ignored (score too low)      -         -         
260       6853      0           2.25             -                6.25775   ignored (score too low)      -         -         
261       15091     0           2.125            -                6.25775   ignored (score too low)      -         -         
262       1794      0           3.39622          3.37054          6.25775   ignored (score too low)      -         -         
263       265       0.0551396   6.75558          4.222            6.25162   ignored (score too low)      -         -         
264       9278      0           2.00189          -                6.25162   ignored (score too low)      -         -         
265       2938      0           3.75465          -                6.25162   ignored (score too low)      -         -         
266       8667      0           2.08889          -                6.25162   ignored (score too low)      -         -         
267       8004      0           3                -                6.25162   ignored (score too low)      -         -         
268       12476     0           1.94444          -                6.25162   ignored (score too low)      -         -         
269       2069      0.0776132   4.91646          3.51389          6.25162   ignored (score too low)      -         -         
270       14493     0           1.97299          -                6.25162   ignored (score too low)      -         -         
271       8238      0           5.30952          -                6.25162   ignored (score too low)      -         -         
272       15224     0           2.41667          -                6.25162   ignored (score too low)      -         -         
273       9001      0.110121    2.9993           1.54406          6.25162   ignored (score too low)      -         -         
274       9500      0           2.27778          -                6.25162   ignored (score too low)      -         -         
275       5216      0           2.06768          2.05509          6.25162   ignored (score too low)      -         -         
276       9262      0           2.00189          -                6.25162   ignored (score too low)      -         -         
277       11950     0           2.25             -                6.25162   ignored (score too low)      -         -         
278       11409     0           2.06138          -                6.25162   ignored (score too low)      -         -         
279       13787     0           2.11111          -                6.25162   ignored (score too low)      -         -         
280       9149      0           3.58752          -                6.25162   ignored (score too low)      -         -         
281       8400      0.0152509   4.98982          4.48926          6.25162   ignored (score too low)      -         -         
282       566       0.183102    5.34071          0.0653706        6.25162   ignored (score too low)      -         -         
283       9360      0           2.70878          -                6.25162   ignored (score too low)      -         -         
284       11702     0           2.11186          -                6.25162   ignored (score too low)      -         -         
285       396       0.00944334  7.06518          6.92978          6.25162   targeted                     23        targeted  
286       11409     0           2.06138          -                6.23909   ignored (score too low)      -         -         
287       3864      0.0604418   4.96327          3.43996          6.23909   ignored (score too low)      -         -         
288       9788      0           2.04792          -                6.23909   ignored (score too low)      -         -         
289       82        0.00582217  4.20692          4.11844          6.23909   ignored (score too low)      -         -         
290       11427     0           2.06138          -                6.23909   ignored (score too low)      -         -         
291       5813      0.0855296   4.69091          3.21635          6.23909   ignored (score too low)      -         -         
292       11419     0           2.06138          -                6.23909   ignored (score too low)      -         -         
293       9082      0           1.82307          -                6.23909   ignored (score too low)      -         -         
294       1684      0.257264    3.42156          0.857869         6.23909   ignored (score too low)      -         -         
295       1212      0.010124    5.19193          5.02028          6.23909   ignored (score too low)      -         -         
296       240       0.0047389   7.63438          7.37765          6.23909   targeted                     24        -         
297       12847     0           3                -                6.23252   ignored (score too low)      -         -         
298       11418     0           2.06138          -                6.23252   ignored (score too low)      -         -         
299       66        0.0595115   11.1753          7.79546          6.23252   targeted                     25        targeted  
300       105       0.0226279   10.0268          9.03144          6.22283   targeted                     26        targeted  
301       9334      0.0294944   2.9694           2.59865          6.2123    ignored (score too low)      -         -         
302       2619      0           3.91406          3.88257          6.2123    ignored (score too low)      -         -         
303       8079      0           3.15347          -                6.2123    ignored (score too low)      -         -         
304       420       0           4.03129          3.86047          6.2123    ignored (score too low)      -         -         
305       8147      0.00652107  3.90045          3.51611          6.2123    ignored (score too low)      -         -         
306       5812      0.103949    3.15594          1.02644          6.2123    ignored (score too low)      -         -         
307       3523      0           1.56642          1.54796          6.2123    ignored (score too low)      -         -         
308       13389     0           3                -                6.2123    ignored (score too low)      -         -         
309       7490      0           2.175            -                6.2123    ignored (score too low)      -         -         
310       138       0           2.45144          2.42121          6.2123    ignored (score too low)      -         -         
311       5188      0           2.95             -                6.2123    ignored (score too low)      -         -         
312       8123      0           3                -                6.2123    ignored (score too low)      -         -         
313       4660      0           3                -                6.2123    ignored (score too low)      -         -         
314       11409     0           2.06138          -                6.2123    ignored (score too low)      -         -         
315       5506      0           2.18889          -                6.2123    ignored (score too low)      -         -         
316       5623      0           4.28522          -                6.2123    ignored (score too low)      -         -         
317       8065      0           2.11111          -                6.2123    ignored (score too low)      -         -         
318       11616     0           2.41667          -                6.2123    ignored (score too low)      -         -         
319       174       0.0358104   3.5144           2.83225          6.2123    ignored (score too low)      -         -         
320       5038      0           2.11111          -                6.2123    ignored (score too low)      -         -         
321       2080      0.0694928   4.81964          3.51268          6.2123    ignored (score too low)      -         -         
322       11051     0           2.32304          2.2275           6.2123    ignored (score too low)      -         -         
323       1569      0.0141734   4.37674          3.99843          6.2123    ignored (score too low)      -         -         
324       8         0.0681809   6.55948          3.80062          6.20982   ignored (score too low)      -         -         
325       613       0.0456945   7.9397           6.39622          6.20982   targeted                     27        -         
326       3659      0           2.52285          2.5065           6.2077    ignored (score too low)      -         -         
327       14150     0           1.88297          1.86505          6.2077    ignored (score too low)      -         -         
328       3157      0           3.70614          3.66896          6.2077    ignored (score too low)      -         -         
329       13146     0           2.11111          -                6.2077    ignored (score too low)      -         -         
330       1213      0           2.11326          2.10314          6.2077    ignored (score too low)      -         -         
331       737       0           3.79512          -                6.2077    ignored (score too low)      -         -         
332       14227     0           1.86012          -                6.2077    ignored (score too low)      -         -         
333       7076      0.0111111   2.69377          2.56319          6.2077    ignored (score too low)      -         -         
334       2820      0.0194186   4.80239          4.42958          6.2077    ignored (score too low)      -         -         
335       9358      0.0117859   1.59135          1.49647          6.2077    ignored (score too low)      -         -         
336       79        0.0922352   5.14404          2.34466          6.2077    ignored (score too low)      -         -         
337       10255     0           3                -                6.2077    ignored (score too low)      -         -         
338       5179      0           3                -                6.2077    ignored (score too low)      -         -         
339       6483      0           3.62686          3.60759          6.2077    ignored (score too low)      -         -         
340       1515      0.0221127   7.06719          6.45296          6.2077    targeted                     28        targeted  
341       8634      0           2.11111          -                6.20703   ignored (score too low)      -         -         
342       200       0.152569    8.47871          1.27422          6.20329   ignored (score too low)      -         -         
343       3791      0.0183134   6.44518          6.01576          6.2       ignored (score too low)      -         -         
344       991       0.0995798   4.12411          2.33095          6.2       ignored (score too low)      -         -         
345       14509     0           2.11111          -                6.2       ignored (score too low)      -         -         
346       3469      0           2.11111          -                6.2       ignored (score too low)      -         -         
347       1324      0           3.38333          -                6.2       ignored (score too low)      -         -         
348       2117      0.0889537   4.776            2.54724          6.2       ignored (score too low)      -         -         
349       2840      0.129623    7.23142          3.4096           6.19013   ignored (score too low)      -         targeted  
350       5026      0           1.55556          -                6.19013   ignored (score too low)      -         -         
351       8556      0           3.10889          -                6.19013   ignored (score too low)      -         -         
352       66        1           7.79546          -                6.19013   ignored (already targeted)   -         targeted  
353       1466      0.0867251   2.37694          0.47924          6.19013   ignored (score too low)      -         -         
354       6481      0           3.52161          -                6.19013   ignored (score too low)      -         -         
355       6318      0.305664    2.70209          1.22678          6.19013   ignored (score too low)      -         -         
356       3770      0           7.96871          -                6.19013   targeted                     29        targeted  
357       2387      0           1.97167          -                6.18481   ignored (score too low)      -         -         
